TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
desmoplastic_fibroma	desmoplastic_fibroma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-groin-benign_melanocytic_nevus	skin-groin-benign_melanocytic_nevus	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
medullocerebellar	medullocerebellar	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
pancreaticobiliary_malunion	pancreaticobiliary_malunion	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
soft_tissue-blood_vessel-other-mural_sarcoma	soft_tissue-blood_vessel-other-mural_sarcoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
large_intestine-rectum-adenoma-mixed_serrated_and_tubulovillous	large_intestine-rectum-adenoma-mixed_serrated_and_tubulovillous	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-upper_back-benign_melanocytic_nevus	skin-upper_back-benign_melanocytic_nevus	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
central_nervous_system-temporal_lobe-glioma-oligoastrocytoma_Grade_III	central_nervous_system-temporal_lobe-glioma-oligoastrocytoma_Grade_III	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
soft_tissue-fibrous_tissue_and_uncertain_origin-hypertrophic_scar	soft_tissue-fibrous_tissue_and_uncertain_origin-hypertrophic_scar	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
testis-other-carcinoma	testis-other-carcinoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
lung-other-congenital_pulmonary_malformation	lung-other-congenital_pulmonary_malformation	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
bone-ilium-chondrosarcoma	bone-ilium-chondrosarcoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-forearm-carcinoma-Merkel_cell_carcinoma	skin-forearm-carcinoma-Merkel_cell_carcinoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-head_neck-adnexal_tumour-sebaceous_carcinoma	skin-head_neck-adnexal_tumour-sebaceous_carcinoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
bone-other-neoplasm	bone-other-neoplasm	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-abdomen-benign_melanocytic_nevus-intradermal	skin-abdomen-benign_melanocytic_nevus-intradermal	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
haematopoietic_and_lymphoid_tissue-extranodal-lymphoid_neoplasm-anaplastic_large_cell_lymphoma	haematopoietic_and_lymphoid_tissue-extranodal-lymphoid_neoplasm-anaplastic_large_cell_lymphoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-leg-benign_melanocytic_nevus-blue	skin-leg-benign_melanocytic_nevus-blue	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
congenital_(infantile)_fibrosarcoma	congenital_(infantile)_fibrosarcoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
central_nervous_system-basal_ganglia-glioma-oligodendroglioma_Grade_III	central_nervous_system-basal_ganglia-glioma-oligodendroglioma_Grade_III	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
central_nervous_system-frontal_lobe-other-desmoplastic_infantile_ganglioglioma	central_nervous_system-frontal_lobe-other-desmoplastic_infantile_ganglioglioma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
serrated_fibroblastic_polyp-intramucosal_perineurioma	serrated_fibroblastic_polyp-intramucosal_perineurioma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
bone-maxilla-odontogenic_keratocyst	bone-maxilla-odontogenic_keratocyst	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
central_nervous_system-brain-other-gangliocytoma	central_nervous_system-brain-other-gangliocytoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
central_nervous_system-frontal_lobe-other-dysembryoplastic_neuroepithelial_tumour	central_nervous_system-frontal_lobe-other-dysembryoplastic_neuroepithelial_tumour	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
lung-left_upper_lobe-carcinoma-micropapillary_adenocarcinoma	lung-left_upper_lobe-carcinoma-micropapillary_adenocarcinoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
lung-other-pulmonary_sequestration	lung-other-pulmonary_sequestration	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
paracentral	paracentral	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
NS-carcinoma-small_cell_carcinoma	NS-carcinoma-small_cell_carcinoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
liver-other-normal	liver-other-normal	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-trunk-lentigo	skin-trunk-lentigo	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
bone-tibia-osteosarcoma-fibroblastic	bone-tibia-osteosarcoma-fibroblastic	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
lobular_endocervical_glandular_hyperplasia	lobular_endocervical_glandular_hyperplasia	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-arm-malignant_melanoma-spitzoid	skin-arm-malignant_melanoma-spitzoid	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-upper_back-malignant_melanoma-lentigo_maligna	skin-upper_back-malignant_melanoma-lentigo_maligna	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
kidney-other-adenoma	kidney-other-adenoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
central_nervous_system-parietooccipital-glioma-astrocytoma_Grade_II	central_nervous_system-parietooccipital-glioma-astrocytoma_Grade_II	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
central_nervous_system-spinal_cord-primitive_neuroectodermal_tumour-medulloblastoma	central_nervous_system-spinal_cord-primitive_neuroectodermal_tumour-medulloblastoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-neck-malignant_melanoma-spitzoid	skin-neck-malignant_melanoma-spitzoid	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
small_intestine-jejunum-other-hamartoma	small_intestine-jejunum-other-hamartoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
primary_acquired_melanosis	primary_acquired_melanosis	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
malignant_blue_nevus	malignant_blue_nevus	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
large_intestine-colon-serrated_polyp-admixed_hyperplastic_polyp-adenoma	large_intestine-colon-serrated_polyp-admixed_hyperplastic_polyp-adenoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
bone-fibula-other-giant_cell_tumour	bone-fibula-other-giant_cell_tumour	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
haematopoietic_and_lymphoid_tissue-liver-lymphoid_neoplasm-peripheral_T_cell_lymphoma_unspecified	haematopoietic_and_lymphoid_tissue-liver-lymphoid_neoplasm-peripheral_T_cell_lymphoma_unspecified	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
fibroblastic-transitional	fibroblastic-transitional	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
bone-femur-osteosarcoma-chondroblastic	bone-femur-osteosarcoma-chondroblastic	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-leg-other-seborrhoeic_keratosis	skin-leg-other-seborrhoeic_keratosis	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
thymus-thymoma-epithelial_predominant	thymus-thymoma-epithelial_predominant	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
ovary-sex_cord-stromal_tumour-steroid_cell_tumour	ovary-sex_cord-stromal_tumour-steroid_cell_tumour	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
vulva-in_situ_neoplasm-vulvar_intraepithelial_neoplasia_Grade_III	vulva-in_situ_neoplasm-vulvar_intraepithelial_neoplasia_Grade_III	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
central_nervous_system-tectum-glioma-astrocytoma_Grade_I	central_nervous_system-tectum-glioma-astrocytoma_Grade_I	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
acute_leukaemic_transformation_of_myeloid_metaplasia	acute_leukaemic_transformation_of_myeloid_metaplasia	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
central_nervous_system-cerebellum-glioma-astrocytoma	central_nervous_system-cerebellum-glioma-astrocytoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
large_intestine-colon-other-juvenile_polyp	large_intestine-colon-other-juvenile_polyp	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-intermittently_sun_exposed_site-malignant_melanoma-superficial_spreading	skin-intermittently_sun_exposed_site-malignant_melanoma-superficial_spreading	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
thrombocytosis	thrombocytosis	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-genital-malignant_melanoma-nodular	skin-genital-malignant_melanoma-nodular	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
haematopoietic_and_lymphoid_tissue-sinonasal_and_nasal_cavity-lymphoid_neoplasm-B_cell_lymphoma_unspecified	haematopoietic_and_lymphoid_tissue-sinonasal_and_nasal_cavity-lymphoid_neoplasm-B_cell_lymphoma_unspecified	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-back-benign_melanocytic_nevus-lentiginous_nevus	skin-back-benign_melanocytic_nevus-lentiginous_nevus	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
soft_tissue-fibrous_tissue_and_uncertain_origin-fibroxanthoma	soft_tissue-fibrous_tissue_and_uncertain_origin-fibroxanthoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
lung-right_upper_lobe-carcinoma-carcinosarcoma	lung-right_upper_lobe-carcinoma-carcinosarcoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
biliary_tract-bile_duct-carcinoma-squamous_cell_carcinoma	biliary_tract-bile_duct-carcinoma-squamous_cell_carcinoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
autonomic_ganglia-bladder-paraganglioma-malignant	autonomic_ganglia-bladder-paraganglioma-malignant	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
salivary_gland-face-carcinoma-adenoid_cystic_carcinoma	salivary_gland-face-carcinoma-adenoid_cystic_carcinoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
oesophagus-carcinoma-mixed_carcinoma	oesophagus-carcinoma-mixed_carcinoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-lower_back-benign_melanocytic_nevus	skin-lower_back-benign_melanocytic_nevus	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-upper_back-carcinoma-squamous_cell_carcinoma	skin-upper_back-carcinoma-squamous_cell_carcinoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-face-other-acanthoma_BRAF_inhibitor_related	skin-face-other-acanthoma_BRAF_inhibitor_related	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
haematopoietic_and_lymphoid_tissue-salivary_gland-lymphoid_neoplasm-MALT_lymphoma	haematopoietic_and_lymphoid_tissue-salivary_gland-lymphoid_neoplasm-MALT_lymphoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
haematopoietic_and_lymphoid_tissue-other-Rosai-Dorfman_disease	haematopoietic_and_lymphoid_tissue-other-Rosai-Dorfman_disease	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
plantar_superficial_fibromatosis	plantar_superficial_fibromatosis	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
cervix-other-lobular_endocervical_glandular_hyperplasia	cervix-other-lobular_endocervical_glandular_hyperplasia	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-buttock-malignant_melanoma-spitzoid	skin-buttock-malignant_melanoma-spitzoid	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
lung-other-hyperplasia	lung-other-hyperplasia	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
large_intestine-aberrant_crypt_foci	large_intestine-aberrant_crypt_foci	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
ovary-carcinoma-mixed_endometrioid_and_clear_cell_carcinoma	ovary-carcinoma-mixed_endometrioid_and_clear_cell_carcinoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
central_nervous_system-parietal_lobe-glioma-oligodendroglioma	central_nervous_system-parietal_lobe-glioma-oligodendroglioma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
adrenal_gland-adrenal_gland-adrenal_cortical_neoplasm-cortisol_producing	adrenal_gland-adrenal_gland-adrenal_cortical_neoplasm-cortisol_producing	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-forearm-lentigo	skin-forearm-lentigo	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
soft_tissue-fat-liposarcoma-mixed	soft_tissue-fat-liposarcoma-mixed	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
meninges-meningioma-angiomatous-microcystic	meninges-meningioma-angiomatous-microcystic	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
lung-right_upper_lobe-carcinoma-blastoma	lung-right_upper_lobe-carcinoma-blastoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-shoulder-benign_melanocytic_nevus-compound	skin-shoulder-benign_melanocytic_nevus-compound	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
eye-uveal_tract-melanocytoma	eye-uveal_tract-melanocytoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
labia_major	labia_major	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
salivary_gland-buccal_mucosa-carcinoma-mucoepidermoid_carcinoma	salivary_gland-buccal_mucosa-carcinoma-mucoepidermoid_carcinoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
small_intestine-duodenum-carcinoid-endocrine_tumour	small_intestine-duodenum-carcinoid-endocrine_tumour	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
immunodeficiency_related_lymphoma	immunodeficiency_related_lymphoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
ovary-germ_cell_tumour-embryonal_carcinoma	ovary-germ_cell_tumour-embryonal_carcinoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
lung-right_upper_lobe-carcinoma-micropapillary_adenocarcinoma	lung-right_upper_lobe-carcinoma-micropapillary_adenocarcinoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
central_nervous_system-frontotemporal-glioma-gliosarcoma	central_nervous_system-frontotemporal-glioma-gliosarcoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-sole-malignant_melanoma-superficial_spreading	skin-sole-malignant_melanoma-superficial_spreading	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
central_nervous_system-frontobasal-glioma-astrocytoma_Grade_IV	central_nervous_system-frontobasal-glioma-astrocytoma_Grade_IV	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-shoulder-benign_melanocytic_nevus-melanocytic_tumour	skin-shoulder-benign_melanocytic_nevus-melanocytic_tumour	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
central_nervous_system-cerebral_hemisphere-glioma-astrocytoma_Grade_I	central_nervous_system-cerebral_hemisphere-glioma-astrocytoma_Grade_I	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
bone-other-osteoblastoma	bone-other-osteoblastoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
haematopoietic_and_lymphoid_tissue-central_nervous_system-lymphoid_neoplasm-B_cell_lymphoma_unspecified	haematopoietic_and_lymphoid_tissue-central_nervous_system-lymphoid_neoplasm-B_cell_lymphoma_unspecified	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
salivary_gland-mandible-carcinoma-mucoepidermoid_carcinoma	salivary_gland-mandible-carcinoma-mucoepidermoid_carcinoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
central_nervous_system-parietal_lobe-glioma-oligodendroglioma_Grade_II	central_nervous_system-parietal_lobe-glioma-oligodendroglioma_Grade_II	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
central_nervous_system-temporal_lobe-glioma-gliosarcoma	central_nervous_system-temporal_lobe-glioma-gliosarcoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
ER-HER-positive_carcinoma	ER-HER-positive_carcinoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
biliary_tract-bile_duct-carcinoma-undifferentiated_carcinoma	biliary_tract-bile_duct-carcinoma-undifferentiated_carcinoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
central_nervous_system-supratentorial-glioma-ependymoma	central_nervous_system-supratentorial-glioma-ependymoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
bone-cuboidal-other-giant_cell_tumour	bone-cuboidal-other-giant_cell_tumour	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
large_intestine-colon-aberrant_crypt_foci	large_intestine-colon-aberrant_crypt_foci	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
bone-clavicle-malignant_fibrous_histiocytoma-pleomorphic_sarcoma	bone-clavicle-malignant_fibrous_histiocytoma-pleomorphic_sarcoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
salivary_gland-parotid-carcinoma-mammary_analogue_secretory_carcinoma_of_salivary_glands	salivary_gland-parotid-carcinoma-mammary_analogue_secretory_carcinoma_of_salivary_glands	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
small_intestine-duodenum-other-inflammatory_fibroid_polyp	small_intestine-duodenum-other-inflammatory_fibroid_polyp	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
haematopoietic_and_lymphoid_tissue-skin-lymphoid_neoplasm-adult_T_cell_lymphoma-leukaemia	haematopoietic_and_lymphoid_tissue-skin-lymphoid_neoplasm-adult_T_cell_lymphoma-leukaemia	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-eye-carcinoma-squamous_cell_carcinoma_BRAF_inhibitor_related	skin-eye-carcinoma-squamous_cell_carcinoma_BRAF_inhibitor_related	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
pancreas-other-papillary_cystic_tumour	pancreas-other-papillary_cystic_tumour	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
central_nervous_system-occipital_lobe-other-ganglioglioma-dysembryoplastic_neuroepithelial_tumour	central_nervous_system-occipital_lobe-other-ganglioglioma-dysembryoplastic_neuroepithelial_tumour	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
soft_tissue-nerve_sheath-malignant_peripheral_nerve_sheath_tumour-with_rhabdomyosarcomatous_differentiation	soft_tissue-nerve_sheath-malignant_peripheral_nerve_sheath_tumour-with_rhabdomyosarcomatous_differentiation	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
bone-osteochondroma	bone-osteochondroma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
ovary-sex_cord-stromal_tumour-sex_cord_tumour_with_annular_tubules	ovary-sex_cord-stromal_tumour-sex_cord_tumour_with_annular_tubules	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
biliary_tract-gallbladder-other-pancreaticobiliary_malunion	biliary_tract-gallbladder-other-pancreaticobiliary_malunion	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-elbow-malignant_melanoma	skin-elbow-malignant_melanoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
B_cell_prolymphocytic_leukaemia	B_cell_prolymphocytic_leukaemia	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
metatarsus	metatarsus	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
vulvar_intraepithelial_neoplasia_Grade_III	vulvar_intraepithelial_neoplasia_Grade_III	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-upper_extremity-malignant_melanoma-nodular	skin-upper_extremity-malignant_melanoma-nodular	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-buttock-benign_melanocytic_nevus-junctional	skin-buttock-benign_melanocytic_nevus-junctional	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
congenital_pulmonary_malformation	congenital_pulmonary_malformation	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-malignant_melanoma-mucosal_lentiginous	skin-malignant_melanoma-mucosal_lentiginous	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-face-lentigo	skin-face-lentigo	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
large_intestine-colon-adenoma-mixed_serrated_and_tubulovillous	large_intestine-colon-adenoma-mixed_serrated_and_tubulovillous	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
hyperplastic	hyperplastic	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
mixed_renal_cell_carcinoma	mixed_renal_cell_carcinoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-neck-benign_melanocytic_nevus-intradermal	skin-neck-benign_melanocytic_nevus-intradermal	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
bone-tibia-chondrosarcoma-conventional	bone-tibia-chondrosarcoma-conventional	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
salivary_gland-submaxillary-other-mixed_tumour	salivary_gland-submaxillary-other-mixed_tumour	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
cervical_intraepithelial_neoplasia	cervical_intraepithelial_neoplasia	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
salivary_gland-minor-carcinoma-adenocarcinoma	salivary_gland-minor-carcinoma-adenocarcinoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
central_nervous_system-glioma-oligodendroglioma_Grade_III	central_nervous_system-glioma-oligodendroglioma_Grade_III	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-back-malignant_melanoma-spitzoid	skin-back-malignant_melanoma-spitzoid	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
pancreas-ampulla_of_Vater-carcinoid-endocrine_tumour	pancreas-ampulla_of_Vater-carcinoid-endocrine_tumour	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
large_intestine-colon-other-Crohn_disease	large_intestine-colon-other-Crohn_disease	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
urinary_tract-bladder-other-dysplasia-carcinoma_in_situ	urinary_tract-bladder-other-dysplasia-carcinoma_in_situ	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
bone-ischium-osteosarcoma-chondroblastic	bone-ischium-osteosarcoma-chondroblastic	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
osteochondroma	osteochondroma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-B_cell_prolymphocytic_leukaemia	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-B_cell_prolymphocytic_leukaemia	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-ear-carcinoma-Merkel_cell_carcinoma	skin-ear-carcinoma-Merkel_cell_carcinoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
pituitary-carcinoma-ACTH_non_functioning	pituitary-carcinoma-ACTH_non_functioning	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
central_nervous_system-posterior_fossa-other-gangliocytoma	central_nervous_system-posterior_fossa-other-gangliocytoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
central_nervous_system-spinal_cord-glioma-ependymoma_Grade_III-IV	central_nervous_system-spinal_cord-glioma-ependymoma_Grade_III-IV	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
central_nervous_system-occipital_lobe-glioma-oligodendroglioma_Grade_II	central_nervous_system-occipital_lobe-glioma-oligodendroglioma_Grade_II	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
sex_cord_tumour_with_annular_tubules	sex_cord_tumour_with_annular_tubules	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
adrenal_gland-adrenal_gland-adrenal_cortical_neoplasm-non_functioning	adrenal_gland-adrenal_gland-adrenal_cortical_neoplasm-non_functioning	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
anaplastic_renal_cell_carcinoma	anaplastic_renal_cell_carcinoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
central_nervous_system-occipital_lobe-other-dysembryoplastic_neuroepithelial_tumour	central_nervous_system-occipital_lobe-other-dysembryoplastic_neuroepithelial_tumour	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
eye-conjunctiva-other-primary_acquired_melanosis	eye-conjunctiva-other-primary_acquired_melanosis	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
mammary_analogue_secretory_carcinoma_of_salivary_glands	mammary_analogue_secretory_carcinoma_of_salivary_glands	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
bone-tibia-malignant_fibrous_histiocytoma-pleomorphic_sarcoma	bone-tibia-malignant_fibrous_histiocytoma-pleomorphic_sarcoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
central_nervous_system-paracentral-other-ganglioglioma	central_nervous_system-paracentral-other-ganglioglioma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
papillary_cystic_tumour	papillary_cystic_tumour	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
bone-femur-other-chondroma	bone-femur-other-chondroma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-acral-malignant_melanoma-nodular	skin-acral-malignant_melanoma-nodular	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
bone-rib-chondrosarcoma-dedifferentiated	bone-rib-chondrosarcoma-dedifferentiated	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
central_nervous_system-spinal_cord-other-dysembryoplastic_neuroepithelial_tumour	central_nervous_system-spinal_cord-other-dysembryoplastic_neuroepithelial_tumour	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
bone-fibrous_dysplasia	bone-fibrous_dysplasia	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-breast-benign_melanocytic_nevus-intradermal	skin-breast-benign_melanocytic_nevus-intradermal	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
small_intestine-ileum-other-dysplasia	small_intestine-ileum-other-dysplasia	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
haematopoietic_and_lymphoid_tissue-other-lymphangioma	haematopoietic_and_lymphoid_tissue-other-lymphangioma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
salivary_gland-sublingual-carcinoma-adenocarcinoma	salivary_gland-sublingual-carcinoma-adenocarcinoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
intermittently_sun_exposed_site	intermittently_sun_exposed_site	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
lung-left_lower_lobe-carcinoma-micropapillary_adenocarcinoma	lung-left_lower_lobe-carcinoma-micropapillary_adenocarcinoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
stomach-other-inflammatory_fibroid_polyp	stomach-other-inflammatory_fibroid_polyp	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
skin-elbow-malignant_melanoma-superficial_spreading	skin-elbow-malignant_melanoma-superficial_spreading	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
haematopoietic_and_lymphoid_tissue-other-thrombocytosis	haematopoietic_and_lymphoid_tissue-other-thrombocytosis	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
with_rhabdomyosarcomatous_differentiation	with_rhabdomyosarcomatous_differentiation	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
central_nervous_system-spinal_cord-glioma-ependymoma_Grade_II	central_nervous_system-spinal_cord-glioma-ependymoma_Grade_II	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
osteoblastoma	osteoblastoma	1.00000000004207	4.20717988771885e-11	3	0	0	29	17775
