TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-primary_effusion_lymphoma	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-primary_effusion_lymphoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
acute_lymphoblastic_leukaemia_therapy_related	acute_lymphoblastic_leukaemia_therapy_related	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
haematopoietic_and_lymphoid_tissue-eye-lymphoid_neoplasm-marginal_zone_lymphoma	haematopoietic_and_lymphoid_tissue-eye-lymphoid_neoplasm-marginal_zone_lymphoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
ovary-sex_cord-stromal_tumour-gynandroblastoma	ovary-sex_cord-stromal_tumour-gynandroblastoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
large_intestine-colon-other-dysplasia	large_intestine-colon-other-dysplasia	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
acetabulum	acetabulum	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
salivary_gland-tongue-carcinoma-cribriform_adenocarcinoma	salivary_gland-tongue-carcinoma-cribriform_adenocarcinoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
bone-femur-other-giant_cell_tumour	bone-femur-other-giant_cell_tumour	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
salivary_gland-lymph_node-carcinoma-adenoid_cystic_carcinoma	salivary_gland-lymph_node-carcinoma-adenoid_cystic_carcinoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
large_intestine-caecum-serrated_polyp-serrated_adenoma	large_intestine-caecum-serrated_polyp-serrated_adenoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
thyroid-carcinoma-mixed_papillary_and_follicular_carcinoma	thyroid-carcinoma-mixed_papillary_and_follicular_carcinoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
pneumocytoma_(sclerosing_haemangioma)	pneumocytoma_(sclerosing_haemangioma)	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
stomach-other-dysplasia	stomach-other-dysplasia	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
salivary_gland-sphenoid_sinus-carcinoma-adenoid_cystic_carcinoma	salivary_gland-sphenoid_sinus-carcinoma-adenoid_cystic_carcinoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
autonomic_ganglia-abdomen-paraganglioma	autonomic_ganglia-abdomen-paraganglioma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
papillary_glioneuronal_tumour	papillary_glioneuronal_tumour	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
hyalinizing_trabecular_tumour	hyalinizing_trabecular_tumour	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-arm-malignant_melanoma-nodular	skin-arm-malignant_melanoma-nodular	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
buccal	buccal	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
Peutz-Jeghers_polyp	Peutz-Jeghers_polyp	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-B_cell_lymphoma_unclassifiable_with_features_intermediate_between_DLBCL_and_Burkitt_lymphoma	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-B_cell_lymphoma_unclassifiable_with_features_intermediate_between_DLBCL_and_Burkitt_lymphoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
ear_canal	ear_canal	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
haematopoietic_and_lymphoid_tissue-thyroid-lymphoid_neoplasm-follicular_lymphoma	haematopoietic_and_lymphoid_tissue-thyroid-lymphoid_neoplasm-follicular_lymphoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
sebaceous_carcinoma	sebaceous_carcinoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
central_nervous_system-cerebellum-primitive_neuroectodermal_tumour-medulloblastoma-large_cell	central_nervous_system-cerebellum-primitive_neuroectodermal_tumour-medulloblastoma-large_cell	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
polymorphous_low_grade_adenocarcinoma	polymorphous_low_grade_adenocarcinoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
lipoblastoma	lipoblastoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
ganglioglioma-dysembryoplastic_neuroepithelial_tumour	ganglioglioma-dysembryoplastic_neuroepithelial_tumour	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
central_nervous_system-parietal_lobe-glioma-astrocytoma_Grade_III	central_nervous_system-parietal_lobe-glioma-astrocytoma_Grade_III	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-lower_back-other-lichenoid_keratosis	skin-lower_back-other-lichenoid_keratosis	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
bone-extraskeletal-other-chondroma	bone-extraskeletal-other-chondroma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
central_nervous_system-brainstem-other-ganglioglioma	central_nervous_system-brainstem-other-ganglioglioma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
cemento-ossifying_fibroma	cemento-ossifying_fibroma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
astroblastoma_Grade_III	astroblastoma_Grade_III	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
central_nervous_system-supratentorial-glioma-astrocytoma_Grade_III	central_nervous_system-supratentorial-glioma-astrocytoma_Grade_III	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-forearm-other-lichenoid_keratosis	skin-forearm-other-lichenoid_keratosis	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
large_intestine-other-neoplasm	large_intestine-other-neoplasm	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-lower_leg-malignant_melanoma-superficial_spreading	skin-lower_leg-malignant_melanoma-superficial_spreading	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
malignant_histiocytosis	malignant_histiocytosis	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
endometrium-other-adenomyoma	endometrium-other-adenomyoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-shoulder-other-nevus_sebaceous	skin-shoulder-other-nevus_sebaceous	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
mixed_papillary_and_follicular_carcinoma	mixed_papillary_and_follicular_carcinoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-leg-other-keratoacanthoma	skin-leg-other-keratoacanthoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
frontobasal	frontobasal	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-face-other-nevus_sebaceous	skin-face-other-nevus_sebaceous	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-ear-other-nevus_sebaceous	skin-ear-other-nevus_sebaceous	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
kidney-other-angiomyolipoma	kidney-other-angiomyolipoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
central_nervous_system-pineal_gland-primitive_neuroectodermal_tumour-medulloblastoma-pineoblastoma	central_nervous_system-pineal_gland-primitive_neuroectodermal_tumour-medulloblastoma-pineoblastoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
soft_tissue-blood_vessel-haemangioma-cavernous	soft_tissue-blood_vessel-haemangioma-cavernous	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
lung-left_upper_lobe-carcinoma-acinar_adenocarcinoma	lung-left_upper_lobe-carcinoma-acinar_adenocarcinoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-trunk-other-keratoacanthoma	skin-trunk-other-keratoacanthoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
breast-carcinoma-medullary_carcinoma	breast-carcinoma-medullary_carcinoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-scalp-other-nevus_sebaceous	skin-scalp-other-nevus_sebaceous	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-forearm-benign_melanocytic_nevus	skin-forearm-benign_melanocytic_nevus	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
lung-other-pneumocytoma_(sclerosing_haemangioma)	lung-other-pneumocytoma_(sclerosing_haemangioma)	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-acute_myeloid_leukaemia_myelodysplastic_syndrome_therapy_related_NOS	haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-acute_myeloid_leukaemia_myelodysplastic_syndrome_therapy_related_NOS	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
sphenoid_sinus	sphenoid_sinus	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
thyroid-other-Graves_disease	thyroid-other-Graves_disease	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-forearm-benign_melanocytic_nevus-Spitz	skin-forearm-benign_melanocytic_nevus-Spitz	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
upper_aerodigestive_tract-mouth-other-leukoplakia-hyperplakia-erythroplakia	upper_aerodigestive_tract-mouth-other-leukoplakia-hyperplakia-erythroplakia	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-head_neck-other-keratoacanthoma	skin-head_neck-other-keratoacanthoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-scalp-benign_melanocytic_nevus	skin-scalp-benign_melanocytic_nevus	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
Hurthle_cell_tumour	Hurthle_cell_tumour	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
urinary_tract-bladder-carcinoma-undifferentiated_carcinoma	urinary_tract-bladder-carcinoma-undifferentiated_carcinoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-buttock-benign_melanocytic_nevus-melanocytic_tumour	skin-buttock-benign_melanocytic_nevus-melanocytic_tumour	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
plasmacytoma	plasmacytoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
cribriform_adenocarcinoma	cribriform_adenocarcinoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-arm-benign_melanocytic_nevus-blue	skin-arm-benign_melanocytic_nevus-blue	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
minor	minor	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-sole-malignant_melanoma	skin-sole-malignant_melanoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
myoepithelioma	myoepithelioma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
ovary-adenoma-adenofibroma	ovary-adenoma-adenofibroma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
adenofibroma	adenofibroma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
B_cell_lymphoma_unclassifiable_with_features_intermediate_between_DLBCL_and_Burkitt_lymphoma	B_cell_lymphoma_unclassifiable_with_features_intermediate_between_DLBCL_and_Burkitt_lymphoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
central_nervous_system-brain-other-desmoplastic_infantile_ganglioglioma	central_nervous_system-brain-other-desmoplastic_infantile_ganglioglioma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
central_nervous_system-sella_turcica-glioma-astrocytoma_Grade_I	central_nervous_system-sella_turcica-glioma-astrocytoma_Grade_I	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
large_intestine-adenoma-villous	large_intestine-adenoma-villous	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
haematopoietic_and_lymphoid_tissue-abdomen-lymphoid_neoplasm-Burkitt_lymphoma	haematopoietic_and_lymphoid_tissue-abdomen-lymphoid_neoplasm-Burkitt_lymphoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
central_nervous_system-pineal_gland-glioma-astrocytoma_Grade_III	central_nervous_system-pineal_gland-glioma-astrocytoma_Grade_III	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-ear-malignant_melanoma-spitzoid	skin-ear-malignant_melanoma-spitzoid	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
large_intestine-rectum-other-hamartoma	large_intestine-rectum-other-hamartoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
central_nervous_system-frontotemporal-primitive_neuroectodermal_tumour-medulloblastoma	central_nervous_system-frontotemporal-primitive_neuroectodermal_tumour-medulloblastoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
salivary_gland-mouth_floor-carcinoma-cribriform_adenocarcinoma	salivary_gland-mouth_floor-carcinoma-cribriform_adenocarcinoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-follicular_dendritic_cell_sarcoma	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-follicular_dendritic_cell_sarcoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-foot-benign_melanocytic_nevus-melanocytic_tumour	skin-foot-benign_melanocytic_nevus-melanocytic_tumour	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
salivary_gland-ear_canal-carcinoma-adenoid_cystic_carcinoma	salivary_gland-ear_canal-carcinoma-adenoid_cystic_carcinoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
salivary_gland-buccal-carcinoma-adenoid_cystic_carcinoma	salivary_gland-buccal-carcinoma-adenoid_cystic_carcinoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
bone-tibia-osteosarcoma-chondroblastic	bone-tibia-osteosarcoma-chondroblastic	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
haematopoietic_and_lymphoid_tissue-liver-lymphoid_neoplasm-diffuse_large_B_cell_lymphoma	haematopoietic_and_lymphoid_tissue-liver-lymphoid_neoplasm-diffuse_large_B_cell_lymphoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
primary_effusion_lymphoma	primary_effusion_lymphoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
acute_myeloid_leukaemia_myelodysplastic_syndrome_therapy_related_NOS	acute_myeloid_leukaemia_myelodysplastic_syndrome_therapy_related_NOS	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
lung-bronchus-carcinoma-adenoid_cystic_carcinoma	lung-bronchus-carcinoma-adenoid_cystic_carcinoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
central_nervous_system-frontal_lobe-glioma-ependymoma_Grade_III-IV	central_nervous_system-frontal_lobe-glioma-ependymoma_Grade_III-IV	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
large_intestine-anus-carcinoma-adenocarcinoma	large_intestine-anus-carcinoma-adenocarcinoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
vagina-carcinoma-adenoid_cystic_carcinoma	vagina-carcinoma-adenoid_cystic_carcinoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
gynandroblastoma	gynandroblastoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
lichenoid_keratosis	lichenoid_keratosis	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
lung-right_upper_lobe-carcinoma-acinar_adenocarcinoma	lung-right_upper_lobe-carcinoma-acinar_adenocarcinoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-T_cell_prolymphocytic_leukaemia	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-T_cell_prolymphocytic_leukaemia	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-acute_lymphoblastic_leukaemia_therapy_related	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-acute_lymphoblastic_leukaemia_therapy_related	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
angiomyolipoma	angiomyolipoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
T_cell_prolymphocytic_leukaemia	T_cell_prolymphocytic_leukaemia	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
central_nervous_system-cerebral_cortex-glioma-oligodendroglioma_Grade_III	central_nervous_system-cerebral_cortex-glioma-oligodendroglioma_Grade_III	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-hand-other-lichenoid_keratosis	skin-hand-other-lichenoid_keratosis	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-chest-other-lichenoid_keratosis	skin-chest-other-lichenoid_keratosis	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
autonomic_ganglia-abdomen-paraganglioma-malignant	autonomic_ganglia-abdomen-paraganglioma-malignant	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
haematopoietic_and_lymphoid_tissue-thyroid-lymphoid_neoplasm-diffuse_large_B_cell_lymphoma	haematopoietic_and_lymphoid_tissue-thyroid-lymphoid_neoplasm-diffuse_large_B_cell_lymphoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-breast-other-nevus_sebaceous	skin-breast-other-nevus_sebaceous	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
thyroid-adenoma-nodule-goitre-hyalinizing_trabecular_tumour	thyroid-adenoma-nodule-goitre-hyalinizing_trabecular_tumour	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
large_intestine-rectum-serrated_polyp-serrated_adenoma	large_intestine-rectum-serrated_polyp-serrated_adenoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
cerebral_hemisphere	cerebral_hemisphere	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
endometrium-hyperplasia-complex-atypical	endometrium-hyperplasia-complex-atypical	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-forearm-other-seborrhoeic_keratosis	skin-forearm-other-seborrhoeic_keratosis	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-other-lichenoid_keratosis	skin-other-lichenoid_keratosis	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-lower_leg-other-lichenoid_keratosis	skin-lower_leg-other-lichenoid_keratosis	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-monoclonal_gammopathy_of_undetermined_significance	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-monoclonal_gammopathy_of_undetermined_significance	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
frontal	frontal	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
bone-extraskeletal-chondrosarcoma-mesenchymal	bone-extraskeletal-chondrosarcoma-mesenchymal	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
dermatofibroma	dermatofibroma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-face-benign_melanocytic_nevus-melanocytic_tumour	skin-face-benign_melanocytic_nevus-melanocytic_tumour	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
bone-humerus-osteosarcoma-osteoblastic	bone-humerus-osteosarcoma-osteoblastic	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-hip-other-seborrhoeic_keratosis	skin-hip-other-seborrhoeic_keratosis	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
tectum	tectum	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-ankle-benign_melanocytic_nevus-Spitz	skin-ankle-benign_melanocytic_nevus-Spitz	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-back-other-atypical_Spitzoid_tumour	skin-back-other-atypical_Spitzoid_tumour	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-arm-other-seborrhoeic_keratosis	skin-arm-other-seborrhoeic_keratosis	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-face-other-lichenoid_keratosis	skin-face-other-lichenoid_keratosis	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-foot-other-atypical_Spitzoid_tumour	skin-foot-other-atypical_Spitzoid_tumour	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
leukoplakia-hyperplakia-erythroplakia	leukoplakia-hyperplakia-erythroplakia	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
central_nervous_system-glioma-ependymoma_Grade_II	central_nervous_system-glioma-ependymoma_Grade_II	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
bone-tibia-other-giant_cell_tumour	bone-tibia-other-giant_cell_tumour	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
urinary_tract-renal_pelvis-carcinoma	urinary_tract-renal_pelvis-carcinoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
pineoblastoma	pineoblastoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
soft_tissue-nerve_sheath-perineurioma	soft_tissue-nerve_sheath-perineurioma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-face-benign_melanocytic_nevus	skin-face-benign_melanocytic_nevus	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
mixed_serous_and_clear_cell_carcinoma	mixed_serous_and_clear_cell_carcinoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
central_nervous_system-temporal_lobe-other-dysembryoplastic_neuroepithelial_tumour	central_nervous_system-temporal_lobe-other-dysembryoplastic_neuroepithelial_tumour	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
admixed_hyperplastic_polyp-adenoma	admixed_hyperplastic_polyp-adenoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-lower_back-other-nevus_sebaceous	skin-lower_back-other-nevus_sebaceous	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-breast-other-lichenoid_keratosis	skin-breast-other-lichenoid_keratosis	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
Graves_disease	Graves_disease	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
sublingual	sublingual	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-upper_back-other-lichenoid_keratosis	skin-upper_back-other-lichenoid_keratosis	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
haematopoietic_and_lymphoid_tissue-mouth-lymphoid_neoplasm-Burkitt_lymphoma	haematopoietic_and_lymphoid_tissue-mouth-lymphoid_neoplasm-Burkitt_lymphoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
lung-carcinoma-lymphoepithelioma_like_carcinoma	lung-carcinoma-lymphoepithelioma_like_carcinoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
central_nervous_system-supratentorial-glioma-astrocytoma_Grade_IV	central_nervous_system-supratentorial-glioma-astrocytoma_Grade_IV	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
soft_tissue-fat-lipoblastoma	soft_tissue-fat-lipoblastoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-upper_leg-other-lichenoid_keratosis	skin-upper_leg-other-lichenoid_keratosis	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
complex-atypical	complex-atypical	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
cervical_intraepithelial_neoplasia_Grade_II	cervical_intraepithelial_neoplasia_Grade_II	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
large_intestine-rectum-carcinoid-endocrine_tumour	large_intestine-rectum-carcinoid-endocrine_tumour	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
perineurioma	perineurioma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
angiocentric	angiocentric	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
infratentorial	infratentorial	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
thyroid-adenoma-nodule-goitre-Hurthle_cell_tumour	thyroid-adenoma-nodule-goitre-Hurthle_cell_tumour	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-trunk-carcinoma-squamous_cell_carcinoma	skin-trunk-carcinoma-squamous_cell_carcinoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
oesophagus-carcinoma-small_cell_carcinoma	oesophagus-carcinoma-small_cell_carcinoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
intraepithelial_neoplasia	intraepithelial_neoplasia	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
syringocystadenoma_papilliferum	syringocystadenoma_papilliferum	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
ependymoma_Grade_I	ependymoma_Grade_I	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-arm-carcinoma-Merkel_cell_carcinoma	skin-arm-carcinoma-Merkel_cell_carcinoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
large_cell_neuroendocrine_carcinoma	large_cell_neuroendocrine_carcinoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
monoclonal_gammopathy_of_undetermined_significance	monoclonal_gammopathy_of_undetermined_significance	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
cavernous	cavernous	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
ocular_adnexa	ocular_adnexa	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
soft_tissue-fibrous_tissue_and_uncertain_origin-myoepithelioma	soft_tissue-fibrous_tissue_and_uncertain_origin-myoepithelioma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-chest-carcinoma-basal_cell_carcinoma	skin-chest-carcinoma-basal_cell_carcinoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
endometrium-carcinoma-mixed_serous_and_clear_cell_carcinoma	endometrium-carcinoma-mixed_serous_and_clear_cell_carcinoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
thyroid-carcinoma-mucoepidermoid_carcinoma	thyroid-carcinoma-mucoepidermoid_carcinoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-upper_arm-other-lichenoid_keratosis	skin-upper_arm-other-lichenoid_keratosis	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
xanthomatous	xanthomatous	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
haematopoietic_and_lymphoid_tissue-extranodal-lymphoid_neoplasm-marginal_zone_lymphoma	haematopoietic_and_lymphoid_tissue-extranodal-lymphoid_neoplasm-marginal_zone_lymphoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
skin-adnexal_tumour-syringocystadenoma_papilliferum	skin-adnexal_tumour-syringocystadenoma_papilliferum	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
adenomyoma	adenomyoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
biliary_tract-gallbladder-carcinoma-undifferentiated_carcinoma	biliary_tract-gallbladder-carcinoma-undifferentiated_carcinoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
central_nervous_system-hypothalamus-glioma-astrocytoma_Grade_IV	central_nervous_system-hypothalamus-glioma-astrocytoma_Grade_IV	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
meninges-meningioma-xanthomatous	meninges-meningioma-xanthomatous	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
rhabdomyoma	rhabdomyoma	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
cervix-in_situ_neoplasm-cervical_intraepithelial_neoplasia_Grade_II	cervix-in_situ_neoplasm-cervical_intraepithelial_neoplasia_Grade_II	0.999999999983559	-1.64409436265913e-11	5	0	0	7	17775
